Accession;Org_location;Geo_Location;Country;USA;Host;Host family;Tissue_Specimen_Source;Collection_Date;Total Monthly Precipitation;Monthly Maximum Temperature;Monthly Minimum Temperature
OZ201913;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-09-2019;1.89;23.9;11.5
OZ201762;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-09-2019;1.89;23.9;11.5
OZ201915;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-09-2019;1.89;23.9;11.5
OX442312;Germany;Germany: Berlin;Germany;;Accipiter gentilis;Bird;;13-06-2020;1.96;25.4;12.4
OX442347;Germany;Germany: Berlin;Germany;;Cyanistes caeruleus;Bird;;07-07-2020;1.32;24.2;12
OX442275;Germany;Germany: Saxony-Anhalt;Germany;;Pyrrhocorax graculus;Bird;;12-07-2020;1.93;24.5;12.4
OX442284;Germany;Germany: Thuringia;Germany;;Bubo scandiacus;Bird;;12-07-2020;1.05;23.6;11.3
OX442279;Germany;Germany: Saxony;Germany;;Accipiter gentilis;Bird;;30-07-2020;1.44;25.6;12.8
OX442305;Germany;Germany: Berlin;Germany;;Accipiter gentilis;Bird;;01-08-2020;1.97;28.3;14.7
OX442306;Germany;Germany: Berlin;Germany;;Accipiter gentilis;Bird;;08-08-2020;1.97;28.3;14.7
OX442300;Germany;Germany: Berlin;Germany;;Accipiter gentilis;Bird;;09-08-2020;1.97;28.3;14.7
OX442299;Germany;Germany: Brandenburg;Germany;;Bombycilla garrulus;Bird;;11-08-2020;3.75;27.8;15.3
OX442307;Germany;Germany: Berlin;Germany;;Accipiter gentilis;Bird;;13-08-2020;1.97;28.3;14.7
OX442294;Germany;Germany: Brandenburg;Germany;;Accipiter gentilis;Bird;;14-08-2020;3.75;27.8;15.3
OX442304;Germany;Germany: Saxony-Anhalt;Germany;;Bubo scandiacus;Bird;;15-08-2020;2.58;27.6;15.3
OX442287;Germany;Germany: Saxony-Anhalt;Germany;;Phoenicopterus sp.;Bird;;18-08-2020;2.58;27.6;15.3
OX442309;Germany;Germany: Brandenburg;Germany;;Athene noctua;Bird;;18-08-2020;3.75;27.8;15.3
OX442311;Germany;Germany: Berlin;Germany;;Corvus cornix;Bird;;18-08-2020;1.97;28.3;14.7
OX442308;Germany;Germany: Thuringia;Germany;;Phoenicopterus sp.;Bird;;19-08-2020;3.55;25.6;14.8
MW420987;Brazil;Brazil: Piaui;Brazil;;Equus caballus;Horse;;21-08-2020;0;35.3;22.2
OX442282;Germany;Germany: Berlin;Germany;;Phoenicopterus ruber;Bird;;22-08-2020;1.97;28.3;14.7
OX442289;Germany;Germany: Berlin;Germany;;Accipiter gentilis;Bird;;23-08-2020;1.97;28.3;14.7
OX442293;Germany;Germany: Berlin;Germany;;Phoenicopterus chilensis;Bird;;25-08-2020;1.97;28.3;14.7
OX451204;Germany;Germany: Saxony-Anhalt;Germany;;Phoenicopterus chilensis;Bird;;26-08-2020;2.58;27.6;15.3
OX442285;Germany;Germany: Berlin;Germany;;Accipiter gentilis;Bird;;31-08-2020;1.97;28.3;14.7
OX442272;Germany;Germany: Saxony;Germany;;Equus caballus;Horse;;02-09-2020;2.15;22.6;9.1
OX442277;Germany;Germany: Saxony-Anhalt;Germany;;Bubo scandiacus;Bird;;02-09-2020;1.8;22.6;9.7
OX442291;Germany;Germany: Saxony-Anhalt;Germany;;Bubo scandiacus;Bird;;02-09-2020;1.8;22.6;9.7
MW751839;Serbia;Serbia: Novi Sad;Serbia;;Culex pipiens;Culicidae;;15-09-2020;1.24;27.3;
MW751840;Serbia;Serbia: Novi Sad;Serbia;;Culex pipiens;Culicidae;;15-09-2020;1.24;27.3;
OX442290;Germany;Germany: Saxony-Anhalt;Germany;;Lathamus discolor;Bird;;21-09-2020;1.8;22.6;9.7
OX442313;Germany;Germany: Saxony-Anhalt;Germany;;Equus caballus;Horse;;29-09-2020;1.8;22.6;9.7
OK334132;Brazil;Brazil;Brazil;;Equus caballus;Horse;;29-04-2021;0;28.7;16.6
OQ326499;Germany;Germany: Thuringia;Germany;;Trichoglossus moluccanus;Bird;blood;19-05-2021;2.8;15.3;6.1
OP810566;Germany;Germany: Thuringia;Germany;;Culex pipiens;Culicidae;;29-07-2021;3.86;23.2;12.9
OP810567;Germany;Germany: Thuringia;Germany;;Culex pipiens;Culicidae;;29-07-2021;3.86;23.2;12.9
OR472391;Hungary;Spain: Andalusia, Coria ;Spain;;Anopheles atroparvus;Culicidae;;30-08-2021;0.04;36.6;21.1
OQ725906;Germany;Germany: Thuringia;Germany;;Culex pipiens;Culicidae;;25-07-2022;0.93;25.8;12.8
OQ725907;Germany;Germany: Thuringia;Germany;;Culex pipiens;Culicidae;;25-07-2022;0.93;25.8;12.8
OQ725908;Germany;Germany: Thuringia;Germany;;Culex pipiens;Culicidae;;25-07-2022;0.93;25.8;12.8
OQ725909;Germany;Germany: Thuringia;Germany;;Culex pipiens;Culicidae;;18-08-2022;0.71;26.8;13.5
PP482821;France;France: Nouvelle-Aquitaine;France;;;Culicidae;;25-07-2023;0.86;27.6;16.7
PP482822;France;France: Nouvelle-Aquitaine;France;;;Culicidae;;25-07-2023;0.86;27.6;16.7
PP482823;France;France: Nouvelle-Aquitaine;France;;;Culicidae;;25-07-2023;0.86;27.6;16.7
PP482824;France;France: Nouvelle-Aquitaine;France;;;Culicidae;;25-07-2023;0.86;27.6;16.7
PQ641624;Spain;Spain: BARCELONA ZONA UNIVERSITARIA;Spain;;Larus michahellis;Bird;brain;28-07-2023;0.09;31.3;22.9
PP482818;France;France: Nouvelle-Aquitaine;France;;;Culicidae;;03-08-2023;1.33;28.7;17.3
PP482819;France;France: Nouvelle-Aquitaine;France;;;Culicidae;;03-08-2023;1.33;28.7;17.3
PP482820;France;France: Nouvelle-Aquitaine;France;;;Culicidae;;03-08-2023;1.33;28.7;17.3
PP482825;France;France: Nouvelle-Aquitaine;France;;;Culicidae;;24-08-2023;1.33;28.7;17.3
PP482826;France;France: Nouvelle-Aquitaine;France;;;Culicidae;;24-08-2023;1.33;28.7;17.3
OZ221437;Spain;Spain: Virgen del Rocio;Spain;;Homo sapiens;Human;;10-09-2024;0.09;30.7;17.3
JN828805;Turkey;Turkey;Turkey;;Equus caballus;Horse;blood;2011-02;;;
JN828806;Turkey;Turkey;Turkey;;Equus caballus;Horse;blood;2011-02;;;
JX310862;Turkey;ANKARA CENTRAL, Turkey;Turkey;;Homo sapiens;Human;blood;2012-05;;;
JX310863;Turkey;ANKARA CENTRAL, Turkey;Turkey;;Homo sapiens;Human;cerebrospinal fluid;2012-05;;;
OP422646;Brazil;Brazil;Brazil;;;Culicidae;;2017-03;12.24;33;21.5
MW915462;Spain;Spain: Manilva, Malaga;Spain;;Accipiter gentilis;Bird;brain;2017-09;0.06;29.6;19.3
OM037670;Spain;Spain: Lerida, Catalonia;Spain;;Accipiter gentilis;Bird;brain;2017-09;0.55;26.7;12.9
MZ557450;Brazil;Brazil;Brazil;;Equus caballus;Horse;;2019-07;4.2;36.5;35.4
OX442273;Germany;Germany: Saxony;Germany;;Parus major;Bird;;2020-08;3.69;27.8;15.3
OX442276;Germany;Germany: Saxony;Germany;;Buteo;Bird;;2020-08;3.69;27.8;15.3
OX442280;Germany;Germany: Berlin;Germany;;Phoenicopterus sp.;Bird;;2020-08;1.97;28.3;14.7
OX442283;Germany;Germany: Berlin;Germany;;Cyanistes caeruleus;Bird;;2020-08;1.97;28.3;14.7
OX442286;Germany;Germany: Thuringia;Germany;;Cyanistes caeruleus;Bird;;2020-08;3.55;25.6;14.8
OX442292;Germany;Germany: Berlin;Germany;;Accipiter gentilis;Bird;;2020-08;1.97;28.3;14.7
OX442296;Germany;Germany: Berlin;Germany;;Cyanistes caeruleus;Bird;;2020-08;1.97;28.3;14.7
OX442301;Germany;Germany: Thuringia;Germany;;Garrulus glandarius;Bird;;2020-08;3.55;25.6;14.8
OX442303;Germany;Germany: Saxony;Germany;;Cyanistes caeruleus;Bird;;2020-08;3.69;27.8;15.3
OM037671;Spain;Spain: Lerida, Catalonia;Spain;;Accipiter gentilis;Bird;brain;2020-09;0.19;28.4;14.6
OM037672;Spain;Spain: Tarragona, Catalonia;Spain;;Accipiter gentilis;Bird;brain;2020-09;0.53;27.2;17.6
OM037673;Spain;Spain: Tarragona, Catalonia;Spain;;Accipiter gentilis;Bird;brain;2020-09;0.53;27.2;17.6
OX442271;Germany;Germany: Saxony;Germany;;Phoenicopterus chilensis;Bird;;2020-09;2.15;22.6;9.1
OX442274;Germany;Germany: Saxony-Anhalt;Germany;;Phoenicopterus sp.;Bird;;2020-09;1.8;22.6;9.7
OX442278;Germany;Germany: Saxony-Anhalt;Germany;;Serinus canaria;Bird;;2020-09;1.8;22.6;9.7
OX442281;Germany;Germany: Saxony;Germany;;Passer sp.;Bird;;2020-09;2.15;22.6;9.1
OX442295;Germany;Germany: Brandenburg;Germany;;Athene noctua;Bird;;2020-09;1.49;22.2;8.7
OX442298;Germany;Germany: Berlin;Germany;;Accipiter gentilis;Bird;;2020-09;2.08;22;10.8
OX442302;Germany;Germany: Berlin;Germany;;Accipiter gentilis;Bird;;2020-09;2.08;22;10.8
OX442348;Germany;Germany: Berlin;Germany;;Accipiter gentilis;Bird;;2020-09;2.08;22;10.8
MZ964751;Germany;Germany: Berlin;Germany;;Homo sapiens;Human;blood;2021-08;2.84;23.1;13.2
MZ964752;Germany;Germany: Berlin;Germany;;Homo sapiens;Human;blood;2021-08;2.84;23.1;13.2
MZ964753;Germany;Germany: Berlin;Germany;;Homo sapiens;Human;urine;2021-08;2.84;23.1;13.2
