Accession;Organism_Name;GenBank_RefSeq;Assembly;Org_location;Release_Date;Isolate;Species;Length;Nuc_Completeness;Geo_Location;Country;USA;Host;Tissue_Specimen_Source;Collection_Date
HA073020;West Nile virus;GenBank;set:HA073020;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073021;West Nile virus;GenBank;set:HA073021;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073022;West Nile virus;GenBank;set:HA073022;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073023;West Nile virus;GenBank;set:HA073023;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073024;West Nile virus;GenBank;set:HA073024;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073025;West Nile virus;GenBank;set:HA073025;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073026;West Nile virus;GenBank;set:HA073026;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073027;West Nile virus;GenBank;set:HA073027;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073028;West Nile virus;GenBank;set:HA073028;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073029;West Nile virus;GenBank;set:HA073029;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073030;West Nile virus;GenBank;set:HA073030;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073031;West Nile virus;GenBank;set:HA073031;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073032;West Nile virus;GenBank;set:HA073032;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073033;West Nile virus;GenBank;set:HA073033;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073034;West Nile virus;GenBank;set:HA073034;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073035;West Nile virus;GenBank;set:HA073035;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073036;West Nile virus;GenBank;set:HA073036;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073037;West Nile virus;GenBank;set:HA073037;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073038;West Nile virus;GenBank;set:HA073038;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073039;West Nile virus;GenBank;set:HA073039;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073040;West Nile virus;GenBank;set:HA073040;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073041;West Nile virus;GenBank;set:HA073041;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073042;West Nile virus;GenBank;set:HA073042;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073043;West Nile virus;GenBank;set:HA073043;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073044;West Nile virus;GenBank;set:HA073044;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073045;West Nile virus;GenBank;set:HA073045;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073046;West Nile virus;GenBank;set:HA073046;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073047;West Nile virus;GenBank;set:HA073047;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073048;West Nile virus;GenBank;set:HA073048;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073049;West Nile virus;GenBank;set:HA073049;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073050;West Nile virus;GenBank;set:HA073050;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073051;West Nile virus;GenBank;set:HA073051;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073052;West Nile virus;GenBank;set:HA073052;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073053;West Nile virus;GenBank;set:HA073053;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073054;West Nile virus;GenBank;set:HA073054;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073055;West Nile virus;GenBank;set:HA073055;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073056;West Nile virus;GenBank;set:HA073056;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073057;West Nile virus;GenBank;set:HA073057;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073058;West Nile virus;GenBank;set:HA073058;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073059;West Nile virus;GenBank;set:HA073059;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073060;West Nile virus;GenBank;set:HA073060;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073061;West Nile virus;GenBank;set:HA073061;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073062;West Nile virus;GenBank;set:HA073062;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073063;West Nile virus;GenBank;set:HA073063;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073064;West Nile virus;GenBank;set:HA073064;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073065;West Nile virus;GenBank;set:HA073065;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073066;West Nile virus;GenBank;set:HA073066;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073067;West Nile virus;GenBank;set:HA073067;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073068;West Nile virus;GenBank;set:HA073068;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073069;West Nile virus;GenBank;set:HA073069;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073070;West Nile virus;GenBank;set:HA073070;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073071;West Nile virus;GenBank;set:HA073071;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073072;West Nile virus;GenBank;set:HA073072;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073073;West Nile virus;GenBank;set:HA073073;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073074;West Nile virus;GenBank;set:HA073074;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073075;West Nile virus;GenBank;set:HA073075;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073076;West Nile virus;GenBank;set:HA073076;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073077;West Nile virus;GenBank;set:HA073077;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073078;West Nile virus;GenBank;set:HA073078;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073079;West Nile virus;GenBank;set:HA073079;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073080;West Nile virus;GenBank;set:HA073080;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073081;West Nile virus;GenBank;set:HA073081;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073082;West Nile virus;GenBank;set:HA073082;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073083;West Nile virus;GenBank;set:HA073083;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073084;West Nile virus;GenBank;set:HA073084;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073085;West Nile virus;GenBank;set:HA073085;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073086;West Nile virus;GenBank;set:HA073086;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073087;West Nile virus;GenBank;set:HA073087;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073088;West Nile virus;GenBank;set:HA073088;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073089;West Nile virus;GenBank;set:HA073089;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073090;West Nile virus;GenBank;set:HA073090;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073091;West Nile virus;GenBank;set:HA073091;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073092;West Nile virus;GenBank;set:HA073092;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073093;West Nile virus;GenBank;set:HA073093;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073094;West Nile virus;GenBank;set:HA073094;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073095;West Nile virus;GenBank;set:HA073095;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073096;West Nile virus;GenBank;set:HA073096;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073097;West Nile virus;GenBank;set:HA073097;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073098;West Nile virus;GenBank;set:HA073098;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073099;West Nile virus;GenBank;set:HA073099;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073100;West Nile virus;GenBank;set:HA073100;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073101;West Nile virus;GenBank;set:HA073101;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073102;West Nile virus;GenBank;set:HA073102;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073103;West Nile virus;GenBank;set:HA073103;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073104;West Nile virus;GenBank;set:HA073104;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073105;West Nile virus;GenBank;set:HA073105;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073106;West Nile virus;GenBank;set:HA073106;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073107;West Nile virus;GenBank;set:HA073107;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073108;West Nile virus;GenBank;set:HA073108;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073109;West Nile virus;GenBank;set:HA073109;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073110;West Nile virus;GenBank;set:HA073110;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073111;West Nile virus;GenBank;set:HA073111;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073112;West Nile virus;GenBank;set:HA073112;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073113;West Nile virus;GenBank;set:HA073113;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073114;West Nile virus;GenBank;set:HA073114;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073115;West Nile virus;GenBank;set:HA073115;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073116;West Nile virus;GenBank;set:HA073116;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073117;West Nile virus;GenBank;set:HA073117;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073118;West Nile virus;GenBank;set:HA073118;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073119;West Nile virus;GenBank;set:HA073119;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073120;West Nile virus;GenBank;set:HA073120;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073121;West Nile virus;GenBank;set:HA073121;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073122;West Nile virus;GenBank;set:HA073122;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073123;West Nile virus;GenBank;set:HA073123;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073124;West Nile virus;GenBank;set:HA073124;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073125;West Nile virus;GenBank;set:HA073125;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073126;West Nile virus;GenBank;set:HA073126;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073127;West Nile virus;GenBank;set:HA073127;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073128;West Nile virus;GenBank;set:HA073128;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073129;West Nile virus;GenBank;set:HA073129;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073130;West Nile virus;GenBank;set:HA073130;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073131;West Nile virus;GenBank;set:HA073131;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073132;West Nile virus;GenBank;set:HA073132;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073133;West Nile virus;GenBank;set:HA073133;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073134;West Nile virus;GenBank;set:HA073134;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073135;West Nile virus;GenBank;set:HA073135;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073136;West Nile virus;GenBank;set:HA073136;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073137;West Nile virus;GenBank;set:HA073137;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073138;West Nile virus;GenBank;set:HA073138;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073139;West Nile virus;GenBank;set:HA073139;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073140;West Nile virus;GenBank;set:HA073140;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073141;West Nile virus;GenBank;set:HA073141;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073142;West Nile virus;GenBank;set:HA073142;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073143;West Nile virus;GenBank;set:HA073143;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073144;West Nile virus;GenBank;set:HA073144;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073145;West Nile virus;GenBank;set:HA073145;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073146;West Nile virus;GenBank;set:HA073146;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073147;West Nile virus;GenBank;set:HA073147;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073148;West Nile virus;GenBank;set:HA073148;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073149;West Nile virus;GenBank;set:HA073149;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073150;West Nile virus;GenBank;set:HA073150;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073151;West Nile virus;GenBank;set:HA073151;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073152;West Nile virus;GenBank;set:HA073152;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073153;West Nile virus;GenBank;set:HA073153;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073154;West Nile virus;GenBank;set:HA073154;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073155;West Nile virus;GenBank;set:HA073155;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073156;West Nile virus;GenBank;set:HA073156;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073157;West Nile virus;GenBank;set:HA073157;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073158;West Nile virus;GenBank;set:HA073158;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073159;West Nile virus;GenBank;set:HA073159;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073160;West Nile virus;GenBank;set:HA073160;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073161;West Nile virus;GenBank;set:HA073161;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073162;West Nile virus;GenBank;set:HA073162;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073163;West Nile virus;GenBank;set:HA073163;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073164;West Nile virus;GenBank;set:HA073164;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073165;West Nile virus;GenBank;set:HA073165;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073166;West Nile virus;GenBank;set:HA073166;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073167;West Nile virus;GenBank;set:HA073167;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073168;West Nile virus;GenBank;set:HA073168;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073169;West Nile virus;GenBank;set:HA073169;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073170;West Nile virus;GenBank;set:HA073170;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073171;West Nile virus;GenBank;set:HA073171;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073172;West Nile virus;GenBank;set:HA073172;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073173;West Nile virus;GenBank;set:HA073173;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073174;West Nile virus;GenBank;set:HA073174;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073175;West Nile virus;GenBank;set:HA073175;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073176;West Nile virus;GenBank;set:HA073176;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073177;West Nile virus;GenBank;set:HA073177;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073178;West Nile virus;GenBank;set:HA073178;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073179;West Nile virus;GenBank;set:HA073179;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073180;West Nile virus;GenBank;set:HA073180;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073181;West Nile virus;GenBank;set:HA073181;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073182;West Nile virus;GenBank;set:HA073182;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073183;West Nile virus;GenBank;set:HA073183;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073184;West Nile virus;GenBank;set:HA073184;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073185;West Nile virus;GenBank;set:HA073185;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073186;West Nile virus;GenBank;set:HA073186;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073187;West Nile virus;GenBank;set:HA073187;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073188;West Nile virus;GenBank;set:HA073188;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073189;West Nile virus;GenBank;set:HA073189;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073190;West Nile virus;GenBank;set:HA073190;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073191;West Nile virus;GenBank;set:HA073191;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073192;West Nile virus;GenBank;set:HA073192;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073193;West Nile virus;GenBank;set:HA073193;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073194;West Nile virus;GenBank;set:HA073194;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073195;West Nile virus;GenBank;set:HA073195;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073196;West Nile virus;GenBank;set:HA073196;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073197;West Nile virus;GenBank;set:HA073197;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073198;West Nile virus;GenBank;set:HA073198;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073199;West Nile virus;GenBank;set:HA073199;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073200;West Nile virus;GenBank;set:HA073200;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073201;West Nile virus;GenBank;set:HA073201;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073202;West Nile virus;GenBank;set:HA073202;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073203;West Nile virus;GenBank;set:HA073203;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073204;West Nile virus;GenBank;set:HA073204;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073205;West Nile virus;GenBank;set:HA073205;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073206;West Nile virus;GenBank;set:HA073206;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073207;West Nile virus;GenBank;set:HA073207;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073208;West Nile virus;GenBank;set:HA073208;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073209;West Nile virus;GenBank;set:HA073209;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073210;West Nile virus;GenBank;set:HA073210;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073211;West Nile virus;GenBank;set:HA073211;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073212;West Nile virus;GenBank;set:HA073212;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073213;West Nile virus;GenBank;set:HA073213;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073214;West Nile virus;GenBank;set:HA073214;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073215;West Nile virus;GenBank;set:HA073215;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073216;West Nile virus;GenBank;set:HA073216;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073217;West Nile virus;GenBank;set:HA073217;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073218;West Nile virus;GenBank;set:HA073218;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073219;West Nile virus;GenBank;set:HA073219;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073220;West Nile virus;GenBank;set:HA073220;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073221;West Nile virus;GenBank;set:HA073221;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073222;West Nile virus;GenBank;set:HA073222;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073223;West Nile virus;GenBank;set:HA073223;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073224;West Nile virus;GenBank;set:HA073224;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073225;West Nile virus;GenBank;set:HA073225;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073226;West Nile virus;GenBank;set:HA073226;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
